StreetCode,StreetName
300087,HIGHLAND PARK GREENWAY
300091,MARINE PARK GREENWAY
300093,SHORE PARKWAY GREENWAY
300286,GATEWAY DRIVE BIKE PATH
300296,EASTERN PARKWAY BIKE PATH
300297,OCEAN PARKWAY BIKE PATH
300298,LEIF ERICSON PARK GREENWAY
300301,BROOKLYN WATERFRONT GREENWAY
300308,COLUMBIA STREET ESPLANADE
300987,GRAND ARMY PLAZA OVAL
305010,1 AVENUE
305020,1 COURT
305025,17 COURT
305030,1 PLACE
305080,1 STREET
305130,2 AVENUE
305180,2 PLACE
305230,2 STREET
305280,3 AVENUE
305330,3 PLACE
305380,3 STREET
305430,4 AVENUE
305480,4 PLACE
305530,4 STREET
305580,5 AVENUE
305630,5 STREET
305680,6 AVENUE
305730,6 STREET
305780,7 AVENUE
305830,7 STREET
305880,8 AVENUE
305930,8 STREET
305980,9 AVENUE
306030,9 STREET
306080,10 AVENUE
306130,10 STREET
306180,11 AVENUE
306230,11 STREET
306280,12 AVENUE
306330,12 ST EXTENSION
306380,13 AVENUE
306430,13 STREET
306480,14 AVENUE
306530,14 STREET
306580,15 AVENUE
306630,15 STREET
306680,16 AVENUE
306730,16 STREET
306780,17 AVENUE
306830,17 STREET
306880,18 AVENUE
306930,18 STREET
306980,19 AVENUE
306990,19 LANE
306995,21 LANE
307030,19 STREET
307080,20 AVENUE
307090,20 DRIVE
307130,20 LANE
307180,20 STREET
307230,21 AVENUE
307280,21 DRIVE
307330,21 STREET
307380,22 STREET
307430,23 AVENUE
307480,23 STREET
307530,24 AVENUE
307580,24 STREET
307630,25 AVENUE
307680,25 STREET
307730,26 AVENUE
307780,26 STREET
307830,27 AVENUE
307880,27 STREET
307930,28 AVENUE
307980,28 STREET
308030,29 STREET
308080,30 STREET
308130,31 STREET
308180,32 STREET
308230,33 STREET
308280,34 STREET
308330,35 STREET
308380,36 STREET
308430,37 STREET
308480,38 STREET
308530,39 STREET
308580,40 STREET
308630,41 STREET
308680,42 STREET
308730,43 STREET
308780,44 STREET
308830,45 STREET
308880,46 STREET
308930,47 STREET
308980,48 STREET
309030,49 STREET
309080,50 STREET
309130,51 STREET
309180,52 STREET
309230,53 STREET
309280,54 STREET
309330,55 STREET
309370,56 DRIVE
309380,56 STREET
309390,EAST 57 PLACE
309430,57 STREET
309480,58 STREET
309490,EAST 59 PLACE
309530,59 STREET
309580,60 STREET
309630,61 STREET
309680,62 STREET
309730,63 STREET
309780,64 STREET
309830,65 STREET
309880,66 STREET
309930,67 STREET
309980,68 STREET
310005,RAMP
310015,CONNECTOR
310025,JUGHANDLE
310030,70 STREET
310080,71 STREET
310130,72 COURT
310180,72 STREET
310230,73 STREET
310280,74 STREET
310330,BAY RIDGE PARKWAY
310380,76 STREET
310430,77 STREET
310455,RIVIERA DRIVE
310475,BELT PARKWAY EXIT 1 EASTBOUND
310480,78 STREET
310485,BELT PARKWAY EXIT 2 EASTBOUND
310490,BELT PARKWAY EXIT 4 EASTBOUND
310495,BELT PARKWAY EXIT 5 EASTBOUND
310505,BELT PARKWAY EXIT 6 EASTBOUND
310515,BELT PARKWAY EXIT 8 EASTBOUND
310525,BELT PARKWAY EXIT 7 EASTBOUND
310530,79 STREET
310545,BELT PARKWAY EXIT 11 SOUTH EB
310555,BELT PARKWAY EXIT 11 NORTH EB
310560,BELT PARKWAY EXIT 12 EASTBOUND
310565,BELT PARKWAY EXIT 13 EASTBOUND
310575,BELT PARKWAY EXIT 14 EASTBOUND
310580,80 STREET
310585,BELT PARKWAY EXIT 15 EASTBOUND
310590,BROOKLYN QUEENS EXPWY ET 26 WB
310595,BROOKLYN QUEENS EXPWY ET 27 WB
310605,GOWANUS EP EB ET 16 LOWERDECK
310615,GOWANUS EXPRESSWAY EXIT 18 EB
310620,GOWANUS EXPRESSWAY EXIT 20 EB
310625,GOWANUS EXPRESSWAY EXIT 21 EB
310630,81 STREET
310635,GOWANUS EXPRESSWAY EXIT 23 EB
310640,BROOKLYN QUEENS EXPWY ET 28 WB
310645,GOWANUS EXPRESSWAY EXIT 24 EB
310655,GOWANUS EXPRESSWAY EXIT 19 WB
310670,GOWANUS EXPRESSWAY EXIT 22 WB
310675,GOWANUS EXPRESSWAY EXIT 23 WB
310680,82 STREET
310685,GOWANUS EXPRESSWAY EXIT 24 WB
310695,GOWANUS EP EB ET 17 LOWERDECK
310700,GOWANUS EXPRESSWAY EXIT 17 WB
310705,BQE EXIT 29 WESTBOUND
310715,BROOKLYN QUEENS EXPWY ET 31 WB
310720,BROOKLYN QUEENS EP ET 32 A WB
310725,BROOKLYN QUEENS EP ET 32 B WB
310730,83 STREET
310735,BROOKLYN QUEENS EXPWY ET 34 WB
310740,GOWANUS EXPRESSWAY EXIT 26 EB
310745,BROOKLYN QUEENS EP ET 28 B EB
310750,BROOKLYN QUEENS EXPWY ET 27 EB
310755,BROOKLYN QUEENS EP ET 28 A EB
310760,BROOKLYN QUEENS EP ET 29 A EB
310765,BROOKLYN QUEENS EP ET 29 B EB
310770,BROOKLYN QUEENS EXPWY ET 30 EB
310775,BROOKLYN QUEENS EXPWY ET 32 EB
310780,84 STREET
310785,BROOKLYN QUEENS EXPWY ET 33 EB
310820,JACKIE ROBINSON PKWY ET 1 WB
310830,85 STREET
310850,BELT PARKWAY EXIT 1 WESTBOUND
310855,BELT PARKWAY EXIT 2 WESTBOUND
310860,BELT PARKWAY EXIT 3 WESTBOUND
310870,BELT PARKWAY EXIT 15 WESTBOUND
310875,BELT PARKWAY EXIT 4 WESTBOUND
310880,86 STREET
310885,BELT PARKWAY EXIT 5 WESTBOUND
310890,BELT PARKWAY EXIT 6 SOUTH WB
310895,BELT PARKWAY EXIT 6 NORTH WB
310900,BELT PARKWAY EXIT 8 WESTBOUND
310905,BELT PARKWAY EXIT 9 WESTBOUND
310910,BELT PARKWAY EXIT 11 SOUTH WB
310915,BELT PARKWAY EXIT 11 NORTH WB
310920,BELT PARKWAY EXIT 13 WESTBOUND
310925,BELT PARKWAY EXIT 14 WESTBOUND
310930,87 STREET
310935,PROSPECT EXPRESSWAY EXIT 4 EB
310940,PROSPECT EXPRESSWAY EXIT 5 EB
310955,PROSPECT EXPRESSWAY EXIT 1 WB
310970,PROSPECT EXPRESSWAY EXIT 3 WB
310980,88 STREET
310985,PROSPECT EXPRESSWAY EXIT 5 WB
311005,GOWANUS EP WB EN FT HAMILTON PY
311010,GOWANUS EXPWY WB EN ERIK PLCE
311020,GOWANUS EXPRESSWAY WB EN 61 ST
311025,GOWANUS EP EB EN DAHLGREN PL
311030,89 STREET
311035,GOWANUS EXPRESSWAY EB EN 86 ST
311040,GOWANUS EXPRESSWAY EB EN 65 ST
311045,GOWANUS EXPWY EB EN BELT PKWY
311050,GOWANUS EXPWY WB EN PROSPECT AVE
311060,BROOKLYN BTRY TNL EN HICKS ST
311065,VERRAZANO BR LOWERDECK EN GOE
311070,VERRAZANO BR LOWER EN 92 ST
311080,90 STREET
311090,J ROBINSON PY EB EN JAMAICA AV
311095,J ROBINSON PY EB EN HIGHLAND BL
311105,BQE WB ENTRANCE MEEKER AVE
311110,BQE WB ENTRANCE COLUMBIA ST
311115,BQE WB ENTRANCE METROPOLITAN AVE
311120,BQE WB EN WILLIAMSBURG STREET W
311125,BQE WB ENTRANCE OLD FULTON ST
311130,91 STREET
311135,BQE WB EN MC GUINNESS BLVD S
311140,BQE WESTBOUND ENTRANCE SANDS ST
311145,BQE EB EN WILLIAMSBURG STREET E
311150,BQE EB ENTRANCE TILLARY ST
311155,BQE EASTBOUND ENTRANCE SANDS ST
311160,BQE EB ENTRANCE HAMILTON AVE NB
311165,BQE EB ENTRANCE HAMILTON AVE SB
311170,BQE EB ENTRANCE ATLANTIC AVE
311175,BQE EB ENTRANCE VANDERVOORT AVE
311180,92 STREET
311185,BELT PKWY WB EN FLATBUSH AVE NB
311190,BELT PKWY WB EN FLATBUSH AVE SB
311195,BELT PARKWAY WB EN ROCKAWAY PKWY
311200,BELT PARKWAY WB EN ERSKINE ST
311205,BELT PKWY WB EN PENNSYLVANIA AVE
311210,BELT PARKWAY WB KNAPP STREET EN
311215,BELT PARKWAY WB EN E 13 ST
311220,BELT PARKWAY WB EN CONEY IS AVE
311225,BELT PARKWAY WB EN E 6 ST
311230,93 STREET
311235,BELT PARKWAY WB EN W 2 ST
311240,BELT PKWY WB EN CROPSEY AVE SB
311245,BELT PARKWAY WB BAY PARKWAY EN
311250,BELT PARKWAY WB EN BAY 8 ST
311255,BELT PARKWAY WB EN 4 AVE
311260,BELT PARKWAY WB ENTRANCE SHR RD
311270,BELT PARKWAY EB EN BAY 8 ST
311275,BELT PARKWAY EB EN BAY PKWY
311280,94 STREET
311285,BELT PKWY EB EN CROPSEY AVE SB
311290,95 AVENUE
311295,BELT PARKWAY EB EN KNAPP ST
311300,BELT PKWY EB EN CONEY ISLD AVE
311305,BELT PKWY EB EN CROPSEY AVE NB
311310,BELT PARKWAY EB EN SHELL RD
311315,BELT PARKWAY EB EN RIDGE BLVD
311320,BELT PARKWAY EB EN ERSKINE ST
311325,BELT PKWY EB EN PENNSYLVANIA AVE
311330,95 STREET
311335,BELT PARKWAY EB EN ROCKAWAY PKWY
311340,BELT PKWY EB EN FLATBUSH AVE SB
311345,BELT PARKWAY EB EN 4 AVE
311350,BELT PARKWAY EB EN E 14 ST
311355,PROSPECT EXPWY WB EN OCEAN PKWY
311360,PROSPECT EXPWY WB EN 11 AVE
311365,PROSPECT EXPWY EB EN 17 ST
311370,PROSPECT EXPWY EB EN 19 ST
311375,PROSPECT EXPWY EB EN OCEAN PKWY
311380,96 STREET
311385,BELT PKWY EB EN FLATBUSH AVE NB
311390,WILLIAMSBURG BRIDGE ET S 5 ST
311395,BQE EB EN WILLIAMSBURG BRDG
311400,HUGH L CAREY TUNNEL APPROACH
311405,HUGH L CAREY TUNNEL NB EN BQE
311410,BKLYN BTRY TNNL ET HAMILTON AVE
311415,BKLYN BTRY TNNL EN HAMILTON AVE
311420,GOWANUS EXPRESSWAY EXIT 25 EB
311425,GOWANUS EP WB EN HUGH CAREY TNNL
311430,97 STREET
311435,GOWANUS EXPWY WB EN HAMILTON AVE
311440,BELL POINT DRIVE
311445,CLEAR WATER ROAD
311450,98 STREET
311455,HARBOR DRIVE
311480,99 STREET
311485,NORTH 4 PLACE
311490,100 STREET
311500,STONEWALL JACKSON DRIVE
311505,DOUBLEDAY CIRCLE
311510,101 AVENUE
311515,DOUBLEDAY LANE
311520,LIBERTY WAY
311525,GRIMES ROAD WEST
311530,101 STREET
311535,HAMILTON CIRCLE
311540,PIER
311650,ABBEY COURT
311680,WALKER STREET
311705,EGAN STREET
311730,ABERDEEN STREET
311750,ACADEMY PARK PLACE
311800,ADAMS STREET
311830,ADELPHI STREET
311840,ADLER PLACE
311850,AGATE COURT
311930,AINSLIE STREET
312025,ALLEY
312030,ALABAMA AVENUE
312040,DISTRICT BOUNDARY
312045,1990 CT BOUNDARY
312050,KINGS-NY CNTY BOUNDARY
312130,ALBANY AVENUE
312230,ALBEE SQUARE
312330,ALBEMARLE ROAD
312335,ALBEMARLE TERRACE
312350,ALICE COURT
312370,ALLEN AVENUE
312380,ALTON PLACE
312400,AMBER STREET
312430,AMBOY STREET
312530,AMERSFORT PLACE
312540,AMES LANE
312590,AMHERST STREET
312630,AMITY STREET
312660,ANCHORAGE PLACE
312670,ANNA COURT
312685,ANTHONY STREET
312695,APOLLO STREET
312700,APPLEGATE COURT
312710,ARDSLEY LOOP
312730,ARION PLACE
312810,ARKANSAS DRIVE
312830,ARLINGTON AVENUE
312930,ARLINGTON PLACE
313030,ASH STREET
313130,ASHFORD STREET
313230,ASHLAND PLACE
313240,ASSEMBLY ROAD
313250,ASTER COURT
313267,ATHLONE COURT
313330,ATKINS AVENUE
313430,ATLANTIC AVENUE
313450,ATLANTIC COMMONS
313460,ATWATER COURT
313490,AUBURN PLACE
313530,AURELIA COURT
313630,AUTUMN AVENUE
313640,AUTUMN LANE
313730,AVENUE A
313780,AVENUE B
313830,AVENUE C
313880,AVENUE D
313930,AVENUE F
313980,AVENUE H
314030,AVENUE I
314080,AVENUE J
314130,AVENUE K
314180,AVENUE L
314215,METROTECH WALK
314230,AVENUE M
314280,AVENUE N
314330,AVENUE O
314380,AVENUE P
314435,LOCKE STREET
314480,AVENUE R
314530,AVENUE S
314540,ALBANY HOUSES PEDESTRIAN PATH
314580,AVENUE T
314630,AVENUE U
314680,AVENUE V
314730,AVENUE W
314780,AVENUE X
314830,AVENUE Y
314880,AVENUE Z
314910,AVIATION ROAD
314980,BAINBRIDGE STREET
315080,BALFOUR PLACE
315180,BALTIC ST EXTENSION
315280,BANCROFT PLACE
315310,BANK STREET
315320,BANKER STREET
315380,BANNER AVENUE
315390,BANNER 3 ROAD
315395,BANNER 3 TERRACE
315470,BARBERRY COURT
315480,BARBEY STREET
315540,BARLOW DRIVE NORTH
315575,BARTLETT PLACE
315580,BARTLETT STREET
315600,BARWELL TERRACE
315650,BASSETT AVENUE
315655,BASSETT WALK
315680,BATCHELDER STREET
315780,BATH AVENUE
315880,BATTERY AVENUE
315910,BAUGHMAN PLACE
315920,BAY AVENUE
315930,BAY COURT
315935,BAY STREET
315945,BAY CLIFF TERRACE
315980,BAY 7 STREET
316030,BAY 8 STREET
316050,BAY FRONT COURT
316080,BAY 10 STREET
316130,BAY 11 STREET
316180,BAY 13 STREET
316230,BAY 14 STREET
316280,BAY 16 STREET
316330,BAY 17 STREET
316380,BAY 19 STREET
316430,BAY 20 STREET
316480,BAY 22 STREET
316530,BAY 23 STREET
316580,BAY 25 STREET
316630,BAY 26 STREET
316680,BAY 28 STREET
316730,BAY 29 STREET
316780,BAY 31 STREET
316830,BAY 32 STREET
316880,BAY 34 STREET
316930,BAY 35 STREET
316980,BAY 37 STREET
317030,BAY 38 STREET
317080,BAY 40 STREET
317130,BAY 41 STREET
317140,BAY 43 STREET
317150,BAY 44 STREET
317170,BAY 46 STREET
317180,BAY 47 STREET
317190,BAY 48 STREET
317230,BAY 49 STREET
317280,BAY 50 STREET
317285,BAY 52 STREET
317290,BAY 53 STREET
317295,BAY 54 STREET
317300,BAY 56 STREET
317330,BAY PARKWAY
317380,BAY RIDGE AVENUE
317430,BAY RIDGE PLACE
317470,BAY VIEW AVENUE
317475,BAY VIEW COURT
317480,BAY VIEW PLACE
317530,BAYARD STREET
317540,BEACH PLACE
317560,BEACH WALK
317570,BEACH 37 STREET
317575,BEACH 38 STREET
317580,BEACH 40 STREET
317630,BEACH 42 STREET
317680,BEACH 43 STREET
317730,BEACH 44 STREET
317780,BEACH 45 STREET
317830,BEACH 46 STREET
317880,BEACH 47 STREET
317930,BEACH 48 STREET
317980,BEACH 49 STREET
318000,BEACH 50 STREET
318030,BEACH 51 STREET
318200,BEACON COURT
318230,BEADEL STREET
318330,BEARD STREET
318430,BEAUMONT STREET
318530,BEAVER STREET
318535,BEAVER PLACE
318590,BEDELL LANE
318630,BEDFORD AVENUE
318635,BEDFORD PLACE
318730,BEEKMAN PLACE
318830,BELMONT AVENUE
318930,BELVEDERE STREET
318970,BENNETT COURT
319030,BENSON AVENUE
319125,BERGEN AVENUE
319127,BERGEN COURT
319130,BERGEN PLACE
319140,BERGEN COVE ROAD
319230,BERGEN STREET
319240,BERGEN BEACH PLACE
319330,BERKELEY PLACE
319430,BERRIMAN STREET
319530,BERRY STREET
319550,BETHEL LOOP
319630,BEVERLY ROAD
319640,BEVY COURT
319690,BIJOU AVENUE
319710,BILLS PLACE
319730,BILLINGS PLACE
319830,BLAKE AVENUE
319835,BLAKE COURT
319930,BLEECKER STREET
319950,BLISS TERRACE
320020,BNAI JESHURM CEMETERY BDY
320030,BOARDWALK EAST
320110,BOERUM PLACE
320130,BOERUM STREET
320150,BOGARDUS STREET
320230,BOGART STREET
320330,BOKEE COURT
320530,BOND STREET
320600,BOUCK COURT
320630,ANGELA DRIVE
320670,BOWERY
320680,BOWNE STREET
320730,BOX STREET
320750,BOYNTON PLACE
320830,BRADFORD STREET
320930,BRAGG STREET
320960,BRANTON STREET
321030,BREVOORT PLACE
321130,BRIDGE STREET
321135,BRIDGE PLAZA COURT
321140,BRIDGEWATER STREET
321230,BRIGHAM STREET
321330,BRIGHTON 1 COURT
321380,BRIGHTON 1 LANE
321430,BRIGHTON 1 PATH
321480,BRIGHTON 1 PLACE
321530,BRIGHTON 1 ROAD
321580,BRIGHTON 1 WALK
321630,BRIGHTON 1 STREET
321650,BRIGHTON 1 TERRACE
321680,BRIGHTON 2 LANE
321685,BRIGHTON 2 PATH
321690,BRIGHTON 2 PLACE
321730,BRIGHTON 2 STREET
321750,BRIGHTON 2 WALK
321760,BRIGHTON 3 COURT
321765,BRIGHTON 3 LANE
321770,BRIGHTON 3 PLACE
321775,BRIGHTON 3 ROAD
321780,BRIGHTON 3 STREET
321840,BRIGHTON 3 WALK
321842,BRIGHTON 4 LANE
321844,BRIGHTON 4 COURT
321845,BRIGHTON 4 PLACE
321850,BRIGHTON 4 ROAD
321880,BRIGHTON 4 STREET
321890,BRIGHTON 4 WALK
321930,BRIGHTON 4 TERRACE
321935,BRIGHTON 5 COURT
321940,BRIGHTON 5 LANE
321950,BRIGHTON 5 PLACE
321980,BRIGHTON 5 STREET
321985,BRIGHTON 5 WALK
322030,BRIGHTON 6 STREET
322035,BRIGHTON 6 COURT
322050,BRIGHTON 7 COURT
322055,BRIGHTON 7 LANE
322060,BRIGHTON 7 WALK
322080,BRIGHTON 7 STREET
322130,BRIGHTON 8 COURT
322140,BRIGHTON 8 LANE
322180,BRIGHTON 8 PLACE
322230,BRIGHTON 8 STREET
322250,BRIGHTON 10 COURT
322260,BRIGHTON 10 LANE
322280,BRIGHTON 10 PATH
322330,BRIGHTON 10 STREET
322380,BRIGHTON 10 TERRACE
322430,BRIGHTON 11 STREET
322480,BRIGHTON 12 STREET
322530,BRIGHTON 13 STREET
322580,BRIGHTON 14 STREET
322630,BRIGHTON 15 STREET
322680,BRIGHTON BEACH AVENUE
322730,BRIGHTON COURT
322930,BRIGHTWATER AVENUE
323030,BRIGHTWATER COURT
323130,BRISTOL STREET
323230,BROADWAY
323330,BROOKLYN AVENUE
323335,BROOKLYN ROAD
323340,BROOKLYN QUEENS EXPRESSWAY
323430,BROOME STREET
323480,BROWN STREET
323490,BRYANT STREET
323530,BUFFALO AVENUE
323630,BULWER PLACE
323730,BURNETT STREET
323830,BUSH STREET
323930,BUSHWICK AVENUE
323970,BUSHWICK COURT
324030,BUSHWICK PLACE
324130,BUTLER PLACE
324230,BUTLER STREET
324245,CADMAN PLAZA EAST
324260,CALDER PLACE
324270,CALHOUN STREET
324330,CALYER STREET
324430,CAMBRIDGE PLACE
324450,CAMERON COURT
324460,CAMPUS PLACE
324465,CAMPUS ROAD
324530,CANAL AVENUE
324630,CANARSIE LANE
324640,CANARSIE CEMETERY BOUNDARY
324670,CANARSIE ROAD
324680,CANARSIE VETERANS CIRCLE
324690,CANDA AVENUE
324700,CANTON COURT
324730,CARLTON AVENUE
324830,CARROLL ST BRIDGE
324850,CARY COURT
324930,CASS PLACE
325020,CATHEDRAL PLACE
325030,CATHERINE STREET
325130,CATON AVENUE
325135,CATON PLACE
325230,CEDAR STREET
325270,CELESTE COURT
325320,CENTER MARKET STREET
325330,CENTRAL AVENUE
325340,CENTER DRIVE
325370,CENTRE MALL
325430,CENTRE STREET
325460,CHANNEL AVENUE
325480,CHAPEL STREET
325500,CHARLES PLACE
325520,CHASE COURT
325525,CHAUNCEY AVENUE
325530,CHAUNCEY STREET
325630,CHEEVER PLACE
325700,CHERRY STREET
325730,CHESTER AVENUE
325830,CHESTER COURT
325930,CHESTER STREET
326005,CHESTNUT AVENUE
326030,CHESTNUT COURT
326130,CHRISTOPHER AVENUE
326230,CHURCH AVENUE
326235,CHURCH LANE
326330,CLARA STREET
326430,CLARENDON ROAD
326530,CLARK STREET
326630,CLARKSON AVENUE
326730,CLASSON AVENUE
326830,CLAVER PLACE
326930,CLAY STREET
327030,CLERMONT AVENUE
327130,CLEVELAND STREET
327230,CLIFFORD PLACE
327330,CLIFTON PLACE
327430,CLINTON AVENUE
327530,CLINTON STREET
327535,CLINTON WHARF
327580,CLOVE ROAD
327630,CLYMER STREET
327670,COBECK COURT
327730,COFFEY STREET
327830,COLBY COURT
327890,COLEMAN STREET
327930,COLERIDGE STREET
328030,COLES STREET
328130,COLIN PLACE
328170,COLLEGE PLACE
328220,COLONIAL COURT
328225,COLONIAL GARDENS
328230,COLONIAL ROAD
328330,COLUMBIA HEIGHTS
328390,COLUMBIA PLACE
328430,COLUMBIA STREET
328440,COLUMBUS PLACE
328530,COMMERCE STREET
328630,COMMERCIAL STREET
328635,COMMERCIAL WHARF
328730,CONCORD STREET
328750,NORTH CONDUIT AVENUE
328830,CONEY ISLAND AVENUE
328930,CONGRESS STREET
328970,CONKLIN AVENUE
329030,CONOVER STREET
329130,CONSELYEA STREET
329170,CONWAY STREET
329220,COOK COURT
329230,COOK STREET
329330,COOPER STREET
329420,CORBIN COURT
329430,CORBIN PLACE
329530,CORNELIA STREET
329590,CORSO COURT
329630,CORTELYOU ROAD
329830,COURT STREET
329850,COVE LANE
329900,COVENTRY ROAD
329930,COVERT STREET
330030,COX PLACE
330130,COYLE STREET
330150,COZINE AVENUE
330230,CRANBERRY STREET
330330,CRAWFORD AVENUE
330390,CREAMER STREET
330430,CRESCENT STREET
330530,CROOKE AVENUE
330630,CROPSEY AVENUE
330730,CROSBY AVENUE
330750,CROTON LOOP
330930,CROWN STREET
331030,CRYSTAL STREET
331130,CUMBERLAND STREET
331150,CUMBERLAND WALK
331230,CYPRESS AVENUE
331233,CYPRESS COURT
331240,CYPRES HILL CEMETERY BOUNDARY
331250,CYRUS AVENUE
331330,DAHILL ROAD
331420,DAHL COURT
331430,DAHLGREN PLACE
331450,DAKOTA PLACE
331455,DALE PLACE
331470,DANFORTH STREET
331480,DANK COURT
331490,DARE COURT
331530,DE KALB AVENUE
331540,DE KOVEN COURT
331630,DE SALES PLACE
331730,DE WITT AVENUE
331830,DEAN STREET
331850,DEARBORN COURT
331930,DEBEVOISE AVENUE
331945,UNIVERSITY PLAZA
331950,DEBEVOISE STREET
332020,DECATUR AVENUE
332030,DECATUR STREET
332130,DE GRAW STREET
332190,DELEVAN STREET
332200,DELMAR LOOP
332230,DELMONICO PLACE
332330,DENNETT PLACE
332430,DENTON PLACE
332480,DEMOND COURT
332530,DEVOE STREET
332540,DEVON AVENUE
332560,DEWEY PLACE
332630,DIAMOND STREET
332650,DICTUM COURT
332730,DIKEMAN STREET
332790,DINSMORE PLACE
332830,DITMARS STREET
332930,DITMAS AVENUE
333030,DIVISION AVENUE
333130,DIVISION PLACE
333330,DOBBIN STREET
333355,DOCK AVENUE
333360,DOCK STREET
333430,DODWORTH STREET
333460,DOOLEY STREET
333480,DOONE COURT
333530,DORCHESTER ROAD
333560,DORSET STREET
333630,DOSCHER STREET
333720,DOUGHTY STREET
333730,DOUGLASS STREET
333830,DOVER STREET
333930,DOWNING STREET
334030,DREW STREET
334130,DRIGGS AVENUE
334230,DUFFIELD STREET
334330,DUMONT AVENUE
334370,DUNHAM PLACE
334390,DUNNE COURT
334400,DUNNE PLACE
334430,DUPONT STREET
334470,DURLAND PLACE
334530,DURYEA COURT
334535,DURYEA PLACE
334630,DWIGHT STREET
334730,EAGLE STREET
334760,ERSKINE STREET
334830,EAST 1 STREET
334880,EAST 2 STREET
334930,EAST 3 STREET
334980,EAST 4 STREET
335030,EAST 5 STREET
335080,EAST 7 STREET
335110,EAST DRIVE
335130,EAST 8 STREET
335140,EAST LAKE DRIVE
335180,EAST 9 STREET
335230,EAST 10 STREET
335280,EAST 11 STREET
335330,EAST 12 STREET
335380,ARGYLE ROAD
335430,EAST 14 STREET
335480,EAST 15 STREET
335530,BUCKINGHAM ROAD
335580,EAST 17 STREET
335630,EAST 18 STREET
335680,EAST 19 STREET
335730,EAST 21 STREET
335780,EAST 22 STREET
335830,EAST 23 STREET
335880,EAST 24 STREET
335930,EAST 25 STREET
335980,EAST 26 STREET
336030,EAST 27 STREET
336080,EAST 28 STREET
336130,EAST 29 STREET
336180,EAST 31 STREET
336230,EAST 32 STREET
336280,EAST 33 STREET
336330,EAST 34 STREET
336380,EAST 35 STREET
336430,EAST 36 STREET
336480,EAST 37 STREET
336530,EAST 38 STREET
336580,EAST 39 STREET
336630,EAST 40 STREET
336680,EAST 41 STREET
336730,EAST 42 STREET
336780,EAST 43 STREET
336830,EAST 45 STREET
336880,EAST 46 STREET
336930,EAST 48 STREET
336980,EAST 49 STREET
337030,EAST 51 STREET
337080,EAST 52 STREET
337130,EAST 53 STREET
337180,EAST 54 STREET
337230,EAST 55 STREET
337280,EAST 56 STREET
337330,EAST 57 STREET
337380,EAST 58 STREET
337430,EAST 59 STREET
337440,EAST 60 STREET
337442,EAST 60 PLACE
337445,EAST 61 STREET
337460,EAST 63 STREET
337462,EAST 64 STREET
337464,EAST 65 STREET
337466,EAST 66 STREET
337468,EAST 67 STREET
337470,EAST 68 STREET
337472,EAST 69 STREET
337474,EAST 70 STREET
337475,EAST 71 STREET
337480,EAST 72 STREET
337484,EAST 73 STREET
337488,EAST 74 STREET
337492,EAST 76 STREET
337496,EAST 77 STREET
337500,EAST 78 STREET
337505,EAST 79 STREET
337510,EAST 80 STREET
337515,EAST 81 STREET
337525,EAST 82 STREET
337530,EAST 83 STREET
337580,EAST 84 STREET
337610,EAST 85 STREET
337630,EAST 86 STREET
337680,EAST 87 STREET
337730,EAST 88 STREET
337780,EAST 89 STREET
337830,EAST 91 STREET
337880,EAST 92 STREET
337930,EAST 93 STREET
337980,EAST 94 STREET
338030,EAST 95 STREET
338080,EAST 96 STREET
338130,EAST 98 STREET
338180,EAST 99 STREET
338182,EAST 100 STREET
338185,EAST 101 STREET
338190,EAST 102 STREET
338200,EAST 103 STREET
338205,EAST 104 STREET
338210,EAST 105 STREET
338230,EAST 106 STREET
338240,EAST 107 STREET
338250,EAST 108 STREET
338330,EAST NEW YORK AVENUE
338430,EASTERN PARKWAY
338450,EASTWAY
338470,EATON COURT
338500,EBONY COURT
338530,ECKFORD STREET
338630,ELDERT STREET
338730,ELDERT LANE
338760,ELIZABETH PLACE
338830,ELLERY STREET
338930,ELM AVENUE
338950,ELM PLACE
339050,ELMIRA LOOP
339130,ELMWOOD AVENUE
339230,ELTON STREET
339300,EMERALD STREET
339330,EMERSON PLACE
339340,EMMERS LANE
339350,EMMONS AVENUE
339430,EMPIRE BOULEVARD
339530,ENGERT AVENUE
339630,ERASMUS STREET
339680,ERIK PLACE
339720,ESPLANADE
339730,ESSEX STREET
339740,ESTATE ROAD
339830,ETNA STREET
339930,EUCLID AVENUE
339950,EVANS STREET
340020,EVERETT AVENUE
340030,EVERGREEN AVENUE
340035,CEMETERY OF EVERGRNS BOUNDARY
340040,EVERIT STREET
340060,EXETER STREET
340090,FAIR STREET
340115,FAIRVIEW PLACE
340130,FALMOUTH STREET
340190,FANCHON PLACE
340200,FANE COURT
340205,FANE CT SOUTH
340210,FARRAGUT PLACE
340230,FARRAGUT ROAD
340240,FARRAGUT STREET
340320,FAY COURT
340330,FAYETTE STREET
340430,FENIMORE STREET
340530,FERRIS STREET
340630,FILLMORE AVENUE
340640,FILLMORE PLACE
340730,FISKE PLACE
340830,FLATBUSH AVENUE EXTENSION
340930,FLATBUSH AVENUE
341030,FLATLANDS AVENUE
341038,FLATLANDS 8 STREET
341050,FLATLANDS 1 STREET
341051,FLATLANDS 2 STREET
341052,FLATLANDS 3 STREET
341053,FLATLANDS 4 STREET
341054,FLATLANDS 5 STREET
341055,FLATLANDS 6 STREET
341056,FLATLANDS 7 STREET
341057,FLATLANDS 9 STREET
